Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²)
0.0,0.6358000040054321,-0.3114444679684109,1.4310793413056266
0.05,0.6186000108718872,-0.2549723618560367,1.8816980553997888
0.1,0.6057999730110168,-0.1546666622161865,2.5201404260264506
0.1499999999999999,0.6003000140190125,-0.0020554330613878,3.0860654494644684
0.2,0.6044999957084655,0.1808889375792609,3.1002622309290326
0.25,0.6193000078201293,0.341055691242218,2.400955627729864
0.2999999999999999,0.641700029373169,0.4353887836138407,1.3504924229633657
0.3499999999999999,0.6654999852180481,0.4673331975936889,0.407346218456456
0.4,0.689300000667572,0.4683889614211187,-0.3989500947940494
0.45,0.7138000130653381,0.4298332995838589,-1.2326854430598977
0.5,0.7337999939918518,0.3507777055104572,-2.142900559637281
0.55,0.7513999938964843,0.2142778370115492,-2.9741964590402303
0.5999999999999999,0.757200002670288,0.0342223710483974,-3.366204102834067
0.65,0.7548000216484069,-0.1473888754844665,-3.1866376046781184
0.6999999999999998,0.7414000034332275,-0.3045001294877794,-2.529353252899498
0.75,0.722000002861023,-0.4085001680586071,-1.637932106300636
0.8,0.6988999843597412,-0.4683334628740946,-0.697776380880381
0.8499999999999999,0.6733999848365783,-0.4808888832728069,0.3002488318784732
0.9,0.6485999822616577,-0.4390553964508905,1.3014513401337624
0.95,0.6276000142097473,-0.3482221232520209,2.218857205208438
1.0,0.6116999983787536,-0.2083889643351235,2.8991976086004274
1.05,0.6054999828338623,-0.0397220916218227,3.142253705012944
1.1,0.6079000234603881,0.1261112425062392,2.9154927090362293
1.15,0.6193000078201293,0.2656666106647917,2.3477144999268607
1.2,0.6362000107765197,0.3648332092497081,1.6375922494464417
1.25,0.6568999886512756,0.4314999116791616,0.8466367184379952
1.3,0.6809999942779541,0.4553334249390494,-0.0706170812065186
1.35,0.7045000195503234,0.4277777009540136,-1.0515436714078157
1.4,0.7257999777793884,0.3492221236228945,-1.9831161808084583
1.45,0.741699993610382,0.218889017899831,-2.6595668292339942
1.5,0.7486000061035156,0.0648889938990274,-2.9232412208745497
1.55,0.7479000091552734,-0.0867777731683518,-2.847253945138719
1.6,0.7396000027656555,-0.2292222778002422,-2.502561719329272
1.65,0.7240999937057495,-0.3477221727371218,-1.8859255828975148
1.7,0.7034000158309937,-0.4289999604225157,-1.0132719153239365
1.75,0.6789000034332275,-0.4555556178092953,0.0086113258644386
1.8,0.6554999947547911,-0.4254443777932059,0.993025284490464
1.85,0.6348000168800354,-0.3514999151229861,1.8596909112400464
1.9,0.6186000108718872,-0.2343889077504478,2.554906499974525
1.95,0.6096000075340271,-0.080611142847273,2.8930547428719806
2.0,0.6107000112533569,0.0741110245386759,2.807591984301439
2.05,0.6182000041007994,0.2066109246677821,2.5020072121679013
2.1,0.6312999725341796,0.33122224940194,1.9833665387130053
2.15,0.6527000069618225,0.4203335775269399,1.133827570779825
2.2,0.6758000254631042,0.4523888892597621,0.102561160370161
2.25,0.699999988079071,0.4311111569404609,-0.9443820626647392
2.3,0.7214000225067138,0.3510001964039272,-1.8259878327817132
2.35,0.7365000247955322,0.2348889576064213,-2.399600324807344
2.4,0.7455000281333923,0.1001666320694816,-2.698458528813019
2.45,0.7469000220298767,-0.0437779559029473,-2.7557412415374944
