Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²)
0.0,0.3889000117778778,1.3173332479265,1.5910759145095046
0.05,0.4517000019550323,1.3965000294976766,1.3220287592690667
0.1,0.522700011730194,1.499266763528188,0.4077773872349
0.1499999999999999,0.6079000234603881,1.4909999900394018,-1.4755941752666304
0.2,0.6779000163078308,1.349055353138182,-3.5309694863763847
0.25,0.7437999844551086,1.1409443616867068,-5.542739171672751
0.2999999999999999,0.7996000051498413,0.7798334293895298,-6.946418599949944
0.3499999999999999,0.8262000083923339,0.3495556116104126,-6.388024553472614
0.4,0.8262000083923339,0.0696667035420735,-4.44240735636817
0.45,0.8251000046730042,-0.0518887903955247,-3.204537523381504
0.5,0.8238000273704528,-0.179388854238722,-3.730680609558836
0.55,0.8065000176429749,-0.3647224108378093,-5.751605644638157
0.5999999999999999,0.786899983882904,-0.6040000253253514,-9.790925791970007
0.65,0.7886000275611877,-1.5291667150126564,-9.94348857137892
0.6999999999999998,0.611299991607666,-2.029889143175549,-2.3447837358639525
0.75,0.5364999771118164,-1.64405561155743,3.583612844899846
0.8,0.4616999924182891,-1.4066666199101343,4.879445573429998
0.8499999999999999,0.3971999883651733,-1.1433332827356129,5.246481888088179
0.9,0.3481999933719635,-0.9199999107254876,5.940894635371222
0.95,0.2996000051498413,-0.5823333395851982,7.278085555191395
1.0,0.2854999899864196,-0.1513889431953429,7.841079994852157
1.05,0.2874999940395355,0.2347222136126623,7.626728492754477
1.1,0.3068999946117401,0.6422221826182475,6.665864642019634
1.15,0.3574999868869781,0.9304444491863259,5.117007298969926
1.2,0.4043999910354614,1.127277877595689,3.9425320095486014
1.25,0.4688999950885772,1.3187224335140646,2.7780860478495355
1.3,0.5386000275611877,1.4417222804493368,0.9396279023753364
1.35,0.6189000010490417,1.4382776783572313,-1.422037690142048
1.4,0.6886000037193298,1.2892777555518689,-3.558085610469192
1.45,0.75,1.0597778360048926,-4.906110152786167
1.5,0.800000011920929,0.7164445519447321,-3.931450402295144
1.55,0.8255000114440918,0.4965001013543869,-0.7915750053929616
1.6,0.8238000273704528,0.5915555689069961,1.3144734649010843
1.65,0.8234000205993652,1.5243331260151354,-11.254877091189964
1.7,1.1478999853134155,-0.4052222768465676,-24.873054533460977
1.75,0.7900000214576721,-2.459666662746004,-12.710647533337273
1.8,0.733399987220764,-1.7028333081139455,1.293240533566748
1.85,0.6679000258445739,-1.5358333289623267,2.667344416733132
1.9,0.5934000015258789,-1.42861134476132,2.2075000276536154
1.95,0.5206999778747557,-1.3921667138735454,2.0729342360555454
2.0,0.4512999951839447,-1.27449984351794,3.347069135418653
2.05,0.38960000872612,-1.0641665425565503,4.850770956204268
2.1,0.3413000106811523,-0.7735555536217152,6.060214920176396
2.15,0.3100000023841857,-0.4282778004805243,6.651110358444253
2.2,0.3000000119209289,-0.0973889728387196,6.9078703261451935
2.25,0.2985999882221221,0.2618888517220819,7.0220377618148095
2.3,0.3251000046730041,0.6338333917988671,6.512716311363519
2.35,0.3655000030994415,0.9363333384195957,5.456820581062334
2.4,0.420300006866455,1.1912777192062796,4.033271674020795
2.45,0.4878999888896942,1.3586111035611894,2.1908340998637965
2.5,0.5606999993324279,1.417722370889454,0.2033945035051411
2.55,0.6345000267028807,1.3696110414134133,-1.6944460754777328
2.6,0.699999988079071,1.23949979742368,-3.481758818214327
2.65,0.758899986743927,1.0587777694066358,-5.695954590667907
2.7,0.8188999891281127,0.6447779470019869,-7.189473969700889
2.75,0.8248000144958496,0.2077779504987929,-6.312099439494411
2.8,0.8255000114440918,0.0030000342263115,-5.17469295013098
2.85,0.8255000114440918,-0.2029444442854986,-5.755403122784174
2.9,0.8148000240325927,-0.5611113376087608,-6.545062464328457
2.95,0.7702999711036682,-0.9415001339382594,-5.842220801630147
3.0,0.7134000062942504,-1.190111074182724,-4.109041779129597
3.05,0.6478999853134155,-1.3469999531904853,-2.229011748675932
3.1,0.5762000083923339,-1.4198332528273256,-0.1940742594960252
3.15,0.5006999969482421,-1.3735555277930358,1.9076534719378784
3.2,0.4338000118732452,-1.209666695859697,3.6152459864998905
3.25,0.3781999945640564,-0.9931667645772314,4.907129281832854
3.3,0.3316999971866607,-0.7093334032429589,5.947068287634561
3.35,0.3064999878406524,-0.3945555951860213,6.828179743922786
3.4,0.2899999916553497,-0.0269999768998887,7.55601914392577
3.45,0.300599992275238,0.3956667085488636,7.480555662402403
3.5,0.3316999971866607,0.7735555867354088,6.308641615841132
3.55,0.3826999962329864,1.0469999909400938,4.656419387938053
3.6,0.4399999976158142,1.2259999579853476,3.323426299992898
3.65,0.5099999904632568,1.3399999671512173,2.514662382043445
3.7,0.5716999769210815,1.4495558043320973,1.74213108825097
3.75,0.641700029373169,1.7128336098459067,-2.4350634419623725
3.8,0.7814000248908995,1.290444400575426,-7.8328731343334255
3.85,0.7824000120162963,0.633999837769402,-7.968395939211786
3.9,0.8185999989509583,0.3928887844085691,-5.88793125417497
3.95,0.8258000016212463,0.1203333338101705,-4.742097689045798
4.0,0.8258000016212463,-0.0380555126402113,-4.5945367879337775
4.05,0.8251000046730042,-0.2769443723890519,-5.709476566609037
4.1,0.8051000237464904,-0.6340001357926244,-6.320217647302267
4.15,0.760699987411499,-0.9800002641148008,-5.540677951073949
4.2,0.7016999721527098,-1.2196666333410493,-3.906941827800584
4.25,0.6365000009536743,-1.3837220436996922,-1.8439805434073984
4.3,0.5582000017166137,-1.419944332705606,0.4977769965743293
4.35,0.4882000088691711,-1.3181110554271236,2.4975909771007023
4.4,0.4234000146389007,-1.1363334457079537,3.85391869478752
4.45,0.3743999898433685,-0.9245001276334142,4.972037847763203
4.5,0.328599989414215,-0.6541666057374759,6.228920808176949
4.55,0.3041000068187713,-0.2864999241299103,7.107715649001411
4.6,0.2996000051498413,0.0953888396422065,7.174567114791734
4.65,0.3147999942302703,0.456777711709339,6.620308655647579
4.7,0.3474999964237213,0.7677221960491617,5.7283339309104
4.75,0.3930999934673309,1.034555551078587,4.6375812755690795
4.8,0.452699989080429,1.2482223411401134,3.197247622373628
